x	f(x)
-0.564	0.511428
-0.382	0.640557
-0.931	0.0999292
-0.887	0.159923
0.445	0.601481
0.931	0.0999292
-0.877	0.173153
-0.612	0.469092
-0.886	0.161253
0.829	0.234569
0.626	0.456093
-0.449	0.598799
0.628	0.454212
0.945	0.0802313
-0.809	0.259139
0.817	0.249383
-0.187	0.723773
-0.723	0.357953
-0.759	0.317939
0.693	0.389813
0.571	0.505469
-0.384	0.639408
-0.439	0.605459
-0.924	0.109668
-0.922	0.112437
-0.94	0.0873
-0.978	0.032637
-0.74	0.3393
0.458	0.592677
0.857	0.199163
-0.717	0.364433
0.374	0.645093
-0.712	0.369792
0.497	0.564743
-0.581	0.496829
-0.549	0.523949
0.547	0.525593
0.613	0.468173
0.791	0.280739
0.584	0.494208
-0.696	0.386688
-0.796	0.274788
-0.835	0.227081
0.841	0.219539
0.949	0.0745493
0.892	0.153252
0.713	0.368723
0.964	0.053028
0.596	0.483588
-0.777	0.297203
-0.759	0.317939
-0.904	0.137088
-0.952	0.070272
0.846	0.213213
-0.878	0.171837
-0.983	0.0252833
-0.756	0.321348
0.435	0.608081
-0.493	0.567713
-0.731	0.349229
-0.934	0.095733
-0.384	0.639408
-0.176	0.726768
-0.856	0.200448
-0.778	0.296037
-0.966	0.050133
0.531	0.538529
0.803	0.266393
-0.657	0.426263
0.865	0.188831
0.983	0.0252833
0.566	0.509733
-0.859	0.196589
-0.873	0.178403
-0.955	0.0659813
-0.854	0.203013
-0.489	0.570659
0.801	0.268799
0.891	0.154589
-0.761	0.315659
-0.96	0.0588
-0.974	0.038493
0.953	0.0688433
0.455	0.594731
-0.816	0.250608
-0.228	0.711012
0.864	0.190128
-0.519	0.547979
0.96	0.0588
-0.931	0.0999292
0.833	0.229583
0.656	0.427248
-0.686	0.397053
0.529	0.540119
0.953	0.0688433
-0.959	0.0602393
0.949	0.0745493
-0.864	0.190128
-0.633	0.449483
0.784	0.289008
0.939	0.0887093
0.619	0.462629
-0.6	0.48
0.946	0.078813
-0.909	0.130289
-0.889	0.157259
0.887	0.159923
0.98	0.0297
0.385	0.638831
-0.635	0.447581
-0.733	0.347033
0.506	0.557973
0.559	0.515639
0.995	0.00748125
0.735	0.344831
-0.955	0.0659813
0.602	0.478197
0.568	0.508032
-0.803	0.266393
0.985	0.0223313
-0.809	0.259139
-0.73	0.350325
-0.339	0.663809
0.64	0.4428
-0.893	0.151913
-0.959	0.0602393
0.901	0.141149
0.949	0.0745493
-0.601	0.479099
0.749	0.329249
-0.673	0.410303
0.862	0.192717
-0.821	0.244469
-0.418	0.618957
0.452	0.596772
-0.787	0.285473
0.623	0.458903
0.835	0.227081
0.93	0.101325
-0.828	0.235812
0.569	0.507179
-0.651	0.432149
0.751	0.326999
0.237	0.707873
0.954	0.067413
0.826	0.238293
0.669	0.414329
-0.986	0.020853
0.933	0.0971332
0.139	0.735509
-0.742	0.337077
0.939	0.0887093
-0.908	0.131652
-0.975	0.0370313
-0.777	0.297203
0.889	0.157259
-0.67	0.413325
0.672	0.411312
-0.57	0.506325
0.891	0.154589
0.873	0.178403
0.982	0.026757
0.949	0.0745493
0.963	0.0544733
0.966	0.050133
0.53	0.539325
0.972	0.041412
-0.849	0.209399
0.425	0.614531
-0.717	0.364433
-0.468	0.585732
0.952	0.070272
-0.927	0.105503
-0.766	0.309933
0.905	0.135731
-0.897	0.146543
-0.84	0.2208
-0.809	0.259139
-0.642	0.440877
-0.338	0.664317
-0.984	0.023808
0.724	0.356868
0.626	0.456093
-0.701	0.381449
-0.836	0.225828
-0.76	0.3168
-0.989	0.0164093
0.67	0.413325
0.543	0.528863
0.947	0.0773933
0.947	0.0773933
-0.939	0.0887093
0.796	0.274788
0.952	0.070272
0.807	0.261563
0.758	0.319077
0.995	0.00748125
0.622	0.459837
0.756	0.321348
0.912	0.126192
-0.875	0.175781
-0.862	0.192717
0.994	0.008973
-1	0
-0.946	0.078813
-0.855	0.201731
0.811	0.256709
-0.7	0.3825
0.843	0.217013
0.741	0.338189
-0.995	0.00748125
0.752	0.325872
-0.988	0.017892
0.737	0.342623
0.344	0.661248
-0.571	0.505469
0.91	0.128925
-0.977	0.0341033
-0.911	0.127559
-0.266	0.696933
-0.708	0.374052
0.586	0.492453
-0.698	0.384597
0.313	0.676523
-0.9	0.1425
-0.669	0.414329
0.838	0.223317
0.55	0.523125
0.8	0.27
0.68	0.4032
-0.852	0.205572
0.897	0.146543
0.707	0.375113
0.912	0.126192
0.711	0.370859
0.968	0.047232
0.829	0.234569
0.68	0.4032
-0.869	0.183629
-0.98	0.0297
-0.286	0.688653
0.555	0.518981
-0.445	0.601481
0.818	0.248157
0.724	0.356868
-0.73	0.350325
-0.675	0.408281
0.378	0.642837
-0.682	0.401157
0.901	0.141149
0.741	0.338189
0.889	0.157259
0.934	0.095733
0.694	0.388773
0.575	0.502031
0.996	0.005988
0.968	0.047232
0.671	0.412319
-0.589	0.489809
-0.654	0.429213
0.953	0.0688433
0.93	0.101325
0.917	0.119333
-0.979	0.0311693
-0.906	0.134373
0.997	0.00449325
-0.997	0.00449325
-0.838	0.223317
0.519	0.547979
-0.7	0.3825
0.875	0.175781
0.504	0.559488
-0.858	0.197877
-0.788	0.284292
0.752	0.325872
-0.784	0.289008
-0.452	0.596772
0.805	0.263981
-0.875	0.175781
0.947	0.0773933
-0.892	0.153252
0.9	0.1425
-0.886	0.161253
0.757	0.320213
-0.71	0.371925
0.658	0.425277
-0.71	0.371925
0.702	0.380397
0.957	0.0631133
0.479	0.577919
-0.783	0.290183
0.878	0.171837
0.398	0.631197
-0.344	0.661248
-0.721	0.360119
0.959	0.0602393
-0.769	0.306479
-0.824	0.240768
0.37	0.647325
0.691	0.391889
-0.48	0.5772
-0.688	0.394992
0.727	0.353603
0.457	0.593363
-0.614	0.467253
-0.86	0.1953
-0.932	0.098532
-0.283	0.689933
-0.44	0.6048
0.877	0.173153
-0.145	0.734231
-0.902	0.139797
0.953	0.0688433
0.414	0.621453
-0.915	0.122081
-0.922	0.112437
0.85	0.208125
0.877	0.173153
-0.271	0.694919
-0.955	0.0659813
-0.96	0.0588
-0.821	0.244469
0.935	0.0943312
-0.718	0.363357
0.973	0.0399533
-0.987	0.0193733
0.637	0.445673
-0.905	0.135731
0.965	0.0515813
0.985	0.0223313
-0.913	0.124823
0.772	0.303012
0.762	0.314517
-0.975	0.0370313
0.643	0.439913
0.812	0.255492
0.801	0.268799
-0.448	0.599472
0.839	0.222059
0.911	0.127559
-0.997	0.00449325
0.979	0.0311693
-0.915	0.122081
-0.971	0.0428693
0.9	0.1425
0.825	0.239531
0.962	0.055917
0.812	0.255492
-0.505	0.558731
0.768	0.307632
0.226	0.711693
0.947	0.0773933
0.998	0.002997
-0.513	0.552623
0.723	0.357953
-0.984	0.023808
-0.955	0.0659813
0.74	0.3393
0.9	0.1425
0.964	0.053028
-0.586	0.492453
0.935	0.0943312
0.964	0.053028
0.646	0.437013
-0.764	0.312228
0.904	0.137088
0.739	0.340409
-0.964	0.053028
-0.674	0.409293
-0.952	0.070272
-0.673	0.410303
0.722	0.359037
-0.737	0.342623
-0.189	0.723209
0.429	0.611969
0.524	0.544068
0.992	0.011952
0.524	0.544068
-0.667	0.416333
0.562	0.513117
-0.676	0.407268
0.762	0.314517
-0.483	0.575033
0.829	0.234569
-0.631	0.451379
-0.806	0.262773
0.468	0.585732
0.879	0.170519
-0.984	0.023808
-0.99	0.014925
-0.912	0.126192
-0.908	0.131652
-0.763	0.313373
-0.607	0.473663
0.986	0.020853
0.755	0.322481
-0.842	0.218277
0.668	0.415332
0.638	0.444717
0.637	0.445673
0.877	0.173153
0.886	0.161253
0.373	0.645653
-0.352	0.657072
-0.91	0.128925
0.765	0.311081
0.71	0.371925
-0.76	0.3168
0.682	0.401157
0.737	0.342623
0.85	0.208125
-0.978	0.032637
0.802	0.267597
-0.808	0.260352
0.957	0.0631133
-0.797	0.273593
-0.762	0.314517
0.766	0.309933
0.956	0.064548
-0.785	0.287831
0.959	0.0602393
-0.84	0.2208
0.936	0.092928
0.755	0.322481
0.843	0.217013
0.875	0.175781
-0.601	0.479099
0.762	0.314517
-1	0
0.423	0.615803
0.612	0.469092
0.628	0.454212
-0.673	0.410303
-0.941	0.0858893
0.942	0.084477
-0.872	0.179712
0.601	0.479099
0.837	0.224573
-0.614	0.467253
0.661	0.422309
0.516	0.550308
-0.839	0.222059
0.98	0.0297
0.764	0.312228
-0.844	0.215748
0.66	0.4233
-0.691	0.391889
-0.837	0.224573
-0.593	0.486263
0.608	0.472752
0.981	0.0282292
-0.665	0.418331
-0.964	0.053028
0.923	0.111053
-0.609	0.471839
-0.943	0.0830633
-0.696	0.386688
-0.874	0.177093
-0.402	0.628797
-0.516	0.550308
-0.892	0.153252
-0.973	0.0399533
-0.771	0.304169
-0.634	0.448533
0.544	0.528048
-0.977	0.0341033
0.934	0.095733
-0.762	0.314517
-0.747	0.331493
0.752	0.325872
-0.973	0.0399533
-0.66	0.4233
-0.774	0.300693
0.722	0.359037
-0.935	0.0943312
-0.823	0.242003
0.482	0.575757
-0.673	0.410303
0.323	0.671753
0.992	0.011952
-0.848	0.210672
0.527	0.541703
0.948	0.075972
0.973	0.0399533
0.773	0.301853
0.841	0.219539
-0.948	0.075972
0.776	0.298368
-0.564	0.511428
-0.585	0.493331
0.204	0.718788
0.473	0.582203
-0.659	0.424289
0.626	0.456093
0.971	0.0428693
0.751	0.326999
-0.682	0.401157
-0.836	0.225828
-0.972	0.041412
-0.532	0.537732
-0.878	0.171837
-0.681	0.402179
0.95	0.073125
0.972	0.041412
-0.479	0.577919
-0.819	0.246929
-0.927	0.105503
-0.671	0.412319
0.705	0.377231
-0.685	0.398081
0.768	0.307632
0.994	0.008973
0.816	0.250608
0.994	0.008973
0.773	0.301853
-0.967	0.0486833
0.948	0.075972
0.896	0.147888
-0.349	0.658649
-0.776	0.298368
0.803	0.266393
0.717	0.364433
0.977	0.0341033
0.327	0.669803
-0.759	0.317939
-0.836	0.225828
-0.945	0.0802313
-0.71	0.371925
-0.986	0.020853
0.679	0.404219
-0.671	0.412319
0.833	0.229583
0.824	0.240768
0.674	0.409293
-0.366	0.649533
-0.785	0.287831
-0.521	0.546419
-0.563	0.512273
-0.607	0.473663
0.497	0.564743
-0.491	0.569189
-0.944	0.081648
0.848	0.210672
0.655	0.428231
0.932	0.098532
-0.813	0.254273
-0.612	0.469092
-0.656	0.427248
-0.997	0.00449325
-0.738	0.341517
-0.847	0.211943
0.864	0.190128
-0.198	0.720597
-0.86	0.1953
0.864	0.190128
0.825	0.239531
-0.772	0.303012
-0.906	0.134373
0.447	0.600143
-0.81	0.257925
0.976	0.035568
0.961	0.0573592
-0.692	0.390852
0.879	0.170519
-0.811	0.256709
0.625	0.457031
0.996	0.005988
0.974	0.038493
-0.424	0.615168
-0.627	0.455153
-0.767	0.308783
0.674	0.409293
0.295	0.684731
0.787	0.285473
0.877	0.173153
-0.948	0.075972
-0.953	0.0688433
0.444	0.602148
-0.945	0.0802313
0.631	0.451379
0.643	0.439913
-0.96	0.0588
-0.836	0.225828
0.453	0.596093
-0.447	0.600143
-0.915	0.122081
-0.719	0.362279
0.455	0.594731
-0.778	0.296037
-0.595	0.484481
0.662	0.421317
0.73	0.350325
0.808	0.260352
0.669	0.414329
-0.664	0.419328
-0.85	0.208125
0.955	0.0659813
-0.507	0.557213
0.972	0.041412
0.901	0.141149
-0.759	0.317939
0.927	0.105503
0.785	0.287831
-0.132	0.736932
0.998	0.002997
-0.682	0.401157
-0.897	0.146543
0.94	0.0873
-0.527	0.541703
-0.718	0.363357
-0.876	0.174468
-0.829	0.234569
-0.484	0.574308
0.995	0.00748125
-0.889	0.157259
0.999	0.00149925
0.93	0.101325
-0.336	0.665328
0.679	0.404219
-0.755	0.322481
-0.245	0.704981
-0.795	0.275981
0.702	0.380397
-0.533	0.536933
0.492	0.568452
-0.852	0.205572
-0.94	0.0873
-0.993	0.0104633
-0.995	0.00748125
0.924	0.109668
0.722	0.359037
0.854	0.203013
-0.943	0.0830633
-0.962	0.055917
0.925	0.108281
-0.922	0.112437
-0.973	0.0399533
-0.929	0.102719
-0.933	0.0971332
0.703	0.379343
-0.973	0.0399533
-0.557	0.517313
-0.903	0.138443
0.793	0.278363
0.989	0.0164093
0.464	0.588528
-0.918	0.117957
0.607	0.473663
-0.833	0.229583
-0.859	0.196589
-0.851	0.206849
0.683	0.400133
-0.892	0.153252
-0.588	0.490692
0.72	0.3612
0.867	0.186233
-0.564	0.511428
0.455	0.594731
0.311	0.677459
0.81	0.257925
-0.842	0.218277
-0.72	0.3612
0.51	0.554925
0.991	0.0134393
-0.936	0.092928
-0.972	0.041412
-0.976	0.035568
-0.658	0.425277
-0.646	0.437013
0.837	0.224573
0.972	0.041412
0.709	0.372989
0.584	0.494208
0.904	0.137088
0.949	0.0745493
-0.598	0.481797
-0.984	0.023808
0.87	0.182325
-0.574	0.502893
-0.839	0.222059
-0.629	0.453269
0.729	0.351419
0.917	0.119333
0.795	0.275981
0.882	0.166557
0.491	0.569189
-0.879	0.170519
-0.504	0.559488
0.775	0.299531
0.299	0.682949
0.37	0.647325
0.96	0.0588
-0.791	0.280739
0.696	0.386688
-0.627	0.455153
-0.918	0.117957
-0.629	0.453269
0.455	0.594731
0.894	0.150573
0.358	0.653877
-0.918	0.117957
0.372	0.646212
0.559	0.515639
0.726	0.354693
-0.259	0.699689
-0.518	0.548757
-0.994	0.008973
-0.988	0.017892
-0.832	0.230832
-0.479	0.577919
0.699	0.383549
-0.734	0.345933
-0.71	0.371925
0.444	0.602148
-0.992	0.011952
-0.931	0.0999292
0.589	0.489809
0.614	0.467253
-0.757	0.320213
-0.965	0.0515813
0.393	0.634163
0.784	0.289008
0.877	0.173153
-0.977	0.0341033
0.454	0.595413
-0.643	0.439913
-0.953	0.0688433
-0.571	0.505469
-0.969	0.0457793
0.508	0.556452
0.371	0.646769
0.923	0.111053
0.435	0.608081
0.911	0.127559
0.847	0.211943
0.848	0.210672
0.719	0.362279
-0.697	0.385643
-0.598	0.481797
0.899	0.143849
0.414	0.621453
0.577	0.500303
-0.982	0.026757
0.797	0.273593
0.303	0.681143
-0.569	0.507179
0.993	0.0104633
-0.817	0.249383
0.718	0.363357
0.79	0.281925
0.821	0.244469
0.598	0.481797
0.183	0.724883
0.932	0.098532
0.935	0.0943312
0.859	0.196589
0.941	0.0858893
-0.74	0.3393
0.528	0.540912
-0.296	0.684288
-0.88	0.1692
0.968	0.047232
-0.61	0.470925
0.799	0.271199
-0.695	0.387731
-0.937	0.0915232
0.977	0.0341033
0.208	0.717552
0.952	0.070272
0.868	0.184932
0.762	0.314517
0.549	0.523949
0.786	0.286653
0.77	0.305325
-0.869	0.183629
0.798	0.272397
-0.253	0.701993
0.419	0.618329
0.481	0.576479
-0.836	0.225828
0.382	0.640557
0.707	0.375113
-0.772	0.303012
-0.647	0.436043
-0.995	0.00748125
-0.663	0.420323
0.433	0.609383
0.758	0.319077
-0.975	0.0370313
-0.767	0.308783
0.817	0.249383
-0.691	0.391889
-0.786	0.286653
0.926	0.106893
0.981	0.0282292
-0.982	0.026757
-0.613	0.468173
-0.883	0.165233
-0.446	0.600813
-0.928	0.104112
-0.955	0.0659813
0.812	0.255492
0.608	0.472752
-0.343	0.661763
0.726	0.354693
0.982	0.026757
-0.845	0.214481
-0.802	0.267597
-0.53	0.539325
0.989	0.0164093
0.953	0.0688433
-0.979	0.0311693
0.84	0.2208
-0.939	0.0887093
0.767	0.308783
0.442	0.603477
0.89	0.155925
-0.949	0.0745493
0.447	0.600143
0.883	0.165233
0.499	0.563249
0.732	0.348132
0.19	0.722925
-0.92	0.1152
-0.601	0.479099
-0.989	0.0164093
0.99	0.014925
0.886	0.161253
0.519	0.547979
0.956	0.064548
-0.905	0.135731
-0.661	0.422309
-0.996	0.005988
-0.939	0.0887093
0.713	0.368723
-0.406	0.626373
0.501	0.561749
0.719	0.362279
-0.564	0.511428
0.875	0.175781
-0.773	0.301853
0.688	0.394992
-0.738	0.341517
-0.985	0.0223313
-0.788	0.284292
-0.996	0.005988
-0.999	0.00149925
-0.838	0.223317
-0.765	0.311081
-0.802	0.267597
-0.911	0.127559
0.691	0.391889
0.419	0.618329
0.715	0.366581
0.601	0.479099
-1	0
-0.787	0.285473
-0.941	0.0858893
0.435	0.608081
-0.995	0.00748125
-0.852	0.205572
-0.967	0.0486833
0.537	0.533723
0.303	0.681143
0.883	0.165233
0.544	0.528048
-0.486	0.572853
0.414	0.621453
0.854	0.203013
0.427	0.613253
0.919	0.116579
-0.39	0.635925
-0.567	0.508883
-0.627	0.455153
0.809	0.259139
0.6	0.48
0.557	0.517313
-0.988	0.017892
-0.981	0.0282292
0.16	0.7308
0.644	0.438948
-0.908	0.131652
-0.947	0.0773933
-0.879	0.170519
-0.697	0.385643
-0.83	0.233325
0.817	0.249383
-0.719	0.362279
0.982	0.026757
0.718	0.363357
-0.957	0.0631133
0.899	0.143849
0.55	0.523125
0.626	0.456093
0.959	0.0602393
-0.926	0.106893
-0.977	0.0341033
-0.772	0.303012
-0.928	0.104112
0.578	0.499437
0.938	0.090117
-0.405	0.626981
-0.927	0.105503
0.86	0.1953
0.813	0.254273
0.965	0.0515813
0.26	0.6993
0.893	0.151913
0.769	0.306479
-0.703	0.379343
-0.808	0.260352
-0.786	0.286653
-0.938	0.090117
0.663	0.420323
-0.851	0.206849
0.741	0.338189
0.763	0.313373
0.998	0.002997
0.976	0.035568
-0.566	0.509733
-0.899	0.143849
0.807	0.261563
-0.94	0.0873
-0.919	0.116579
0.954	0.067413
0.846	0.213213
0.376	0.643968
0.727	0.353603
-0.986	0.020853
0.969	0.0457793
0.99	0.014925
0.933	0.0971332
-0.502	0.560997
-0.814	0.253053
0.788	0.284292
-0.982	0.026757
-0.554	0.519813
-0.964	0.053028
0.712	0.369792
0.815	0.251831
-0.571	0.505469
-0.491	0.569189
-0.723	0.357953
0.987	0.0193733
-0.456	0.594048
0.692	0.390852
-0.938	0.090117
-0.784	0.289008
0.735	0.344831
-0.877	0.173153
0.971	0.0428693
0.723	0.357953
0.818	0.248157
0.487	0.572123
0.674	0.409293
-0.612	0.469092
0.968	0.047232
0.338	0.664317
-0.626	0.456093
0.902	0.139797
0.963	0.0544733
0.557	0.517313
-0.627	0.455153
0.952	0.070272
0.549	0.523949
-0.811	0.256709
0.502	0.560997
-0.573	0.503753
-0.457	0.593363
0.461	0.590609
0.687	0.396023
-0.684	0.399108
-0.902	0.139797
-0.949	0.0745493
-0.903	0.138443
0.803	0.266393
-0.946	0.078813
-0.477	0.579353
-0.977	0.0341033
-0.973	0.0399533
-0.682	0.401157
-0.921	0.113819
-0.449	0.598799
-0.985	0.0223313
-0.83	0.233325
-0.819	0.246929
0.962	0.055917
0.947	0.0773933
0.959	0.0602393
0.908	0.131652
-0.359	0.653339
0.946	0.078813
0.955	0.0659813
-0.904	0.137088
-0.787	0.285473
-0.596	0.483588
-0.744	0.334848
0.905	0.135731
0.622	0.459837
0.927	0.105503
0.657	0.426263
0.971	0.0428693
0.588	0.490692
-0.958	0.061677
-0.652	0.431172
-0.982	0.026757
0.956	0.064548
-0.676	0.407268
0.28	0.6912
-0.714	0.367653
-0.913	0.124823
0.771	0.304169
-0.467	0.586433
0.944	0.081648
0.488	0.571392
-0.482	0.575757
-0.486	0.572853
0.812	0.255492
-0.863	0.191423
-0.041	0.748739
0.663	0.420323
0.507	0.557213
0.666	0.417333
0.556	0.518148
-0.696	0.386688
-0.43	0.611325
-0.993	0.0104633
0.837	0.224573
0.801	0.268799
0.88	0.1692
-0.594	0.485373
-0.412	0.622692
0.726	0.354693
-0.929	0.102719
0.895	0.149231
0.9	0.1425
-0.943	0.0830633
-0.58	0.4977
-0.756	0.321348
-0.472	0.582912
0.726	0.354693
0.563	0.512273
0.778	0.296037
0.708	0.374052
-0.734	0.345933
0.933	0.0971332
0.676	0.407268
-0.692	0.390852
-0.785	0.287831
-0.885	0.162581
0.977	0.0341033
0.859	0.196589
0.175	0.727031
0.457	0.593363
-0.971	0.0428693
-0.902	0.139797
0.899	0.143849
0.587	0.491573
-0.949	0.0745493
-0.897	0.146543
-0.648	0.435072
0.798	0.272397
0.894	0.150573
0.805	0.263981
-0.663	0.420323
-0.931	0.0999292
0.795	0.275981
0.684	0.399108
-0.813	0.254273
0.898	0.145197
-0.954	0.067413
-0.813	0.254273
0.579	0.498569
0.614	0.467253
0.967	0.0486833
-0.81	0.257925
-0.83	0.233325
0.893	0.151913
-0.932	0.098532
0.907	0.133013
0.528	0.540912
-0.357	0.654413
-0.994	0.008973
-0.48	0.5772
0.983	0.0252833
0.75	0.328125
0.809	0.259139
0.506	0.557973
-0.838	0.223317
-0.865	0.188831
-0.672	0.411312
0.861	0.194009
-0.782	0.291357
0.988	0.017892
-0.954	0.067413
0.939	0.0887093
-0.918	0.117957
0.955	0.0659813
-0.309	0.678389
-0.79	0.281925
-0.66	0.4233
-0.535	0.535331
-0.741	0.338189
-0.998	0.002997
0.948	0.075972
0.736	0.343728
0.86	0.1953
0.354	0.656013
-0.967	0.0486833
0.821	0.244469
0.874	0.177093
0.468	0.585732
-0.589	0.489809
0.365	0.650081
-0.887	0.159923
-0.605	0.475481
-0.487	0.572123
-0.969	0.0457793
-0.55	0.523125
0.941	0.0858893
0.821	0.244469
0.578	0.499437
0.974	0.038493
0.649	0.434099
0.841	0.219539
-0.651	0.432149
0.823	0.242003
-0.977	0.0341033
-0.862	0.192717
-0.734	0.345933
0.93	0.101325
-0.985	0.0223313
0.889	0.157259
0.865	0.188831
-0.488	0.571392
-0.336	0.665328
0.827	0.237053
0.97	0.044325
-0.535	0.535331
0.202	0.719397
-0.876	0.174468
0.822	0.243237
0.927	0.105503
0.471	0.583619
0.939	0.0887093
-0.369	0.647879
0.57	0.506325
-0.841	0.219539
0.952	0.070272
0.508	0.556452
-0.943	0.0830633
-0.539	0.532109
-0.756	0.321348
0.338	0.664317
0.649	0.434099
-0.783	0.290183
-0.944	0.081648
0.852	0.205572
-0.967	0.0486833
-0.518	0.548757
-0.986	0.020853
-0.353	0.656543
0.987	0.0193733
0.881	0.167879
-0.875	0.175781
0.7	0.3825
-0.379	0.642269
0.888	0.158592
-0.597	0.482693
-0.386	0.638253
0.849	0.209399
-0.916	0.120708
-0.92	0.1152
0.659	0.424289
0.813	0.254273
-0.922	0.112437
-0.937	0.0915232
-0.763	0.313373
0.979	0.0311693
0.586	0.492453
0.944	0.081648
-0.962	0.055917
-0.996	0.005988
-0.89	0.155925
-0.659	0.424289
0.683	0.400133
0.916	0.120708
-0.968	0.047232
0.973	0.0399533
-0.762	0.314517
-0.95	0.073125
-0.98	0.0297
-0.958	0.061677
0.989	0.0164093
0.914	0.123453
0.7	0.3825
0.946	0.078813
-0.824	0.240768
-0.682	0.401157
-0.975	0.0370313
-0.862	0.192717
-0.955	0.0659813
0.792	0.279552
0.79	0.281925
0.369	0.647879
-0.825	0.239531
-0.867	0.186233
-0.487	0.572123
-0.92	0.1152
0.877	0.173153
0.699	0.383549
0.427	0.613253
-0.697	0.385643
0.486	0.572853
0.993	0.0104633
0.827	0.237053
-0.809	0.259139
0.453	0.596093
0.525	0.543281
0.768	0.307632
0.698	0.384597
-0.926	0.106893
0.691	0.391889
0.875	0.175781
-0.635	0.447581
0.955	0.0659813
-0.818	0.248157
0.817	0.249383
-0.703	0.379343
0.852	0.205572
-0.238	0.707517
-0.927	0.105503
0.912	0.126192
-0.886	0.161253
-0.903	0.138443
0.864	0.190128
0.613	0.468173
-0.968	0.047232
-0.935	0.0943312
-0.993	0.0104633
-0.782	0.291357
-0.417	0.619583
0.217	0.714683
0.844	0.215748
0.659	0.424289
-0.536	0.534528
-0.663	0.420323
-0.866	0.187533
0.438	0.606117
0.33	0.668325
-0.819	0.246929
-0.794	0.277173
0.635	0.447581
-0.555	0.518981
-0.924	0.109668
0.727	0.353603
-0.944	0.081648
-0.748	0.330372
0.942	0.084477
0.899	0.143849
-0.785	0.287831
0.744	0.334848
-0.898	0.145197
0.626	0.456093
0.975	0.0370313
0.59	0.488925
-0.302	0.681597
0.981	0.0282292
-0.874	0.177093
0.888	0.158592
-0.71	0.371925
0.945	0.0802313
-0.811	0.256709
0.713	0.368723
-0.479	0.577919
0.482	0.575757
-0.691	0.391889
0.523	0.544853
-0.888	0.158592
0.786	0.286653
0.916	0.120708
-0.95	0.073125
0.754	0.323613
-0.98	0.0297
0.257	0.700463
0.519	0.547979
0.643	0.439913
0.318	0.674157
-0.929	0.102719
0.972	0.041412
0.919	0.116579
0.904	0.137088
0.741	0.338189
0.809	0.259139
-0.409	0.624539
0.577	0.500303
-0.946	0.078813
-0.78	0.2937
0.652	0.431172
0.965	0.0515813
0.699	0.383549
-0.84	0.2208
-0.824	0.240768
-0.805	0.263981
0.645	0.437981
-0.643	0.439913
-0.439	0.605459
-0.914	0.123453
0.839	0.222059
0.613	0.468173
-0.955	0.0659813
-0.921	0.113819
-0.917	0.119333
0.99	0.014925
-0.896	0.147888
-0.791	0.280739
-0.435	0.608081
-0.709	0.372989
-0.994	0.008973
-0.941	0.0858893
-0.348	0.659172
-0.969	0.0457793
-0.85	0.208125
-0.997	0.00449325
0.822	0.243237
0.764	0.312228
0.824	0.240768
0.685	0.398081
0.748	0.330372
0.954	0.067413
-0.991	0.0134393
0.701	0.381449
0.585	0.493331
0.523	0.544853
0.737	0.342623
-0.867	0.186233
-0.934	0.095733
-0.995	0.00748125
-0.184	0.724608
-0.785	0.287831
-0.546	0.526413
-0.634	0.448533
0.913	0.124823
0.672	0.411312
-0.317	0.674633
-0.863	0.191423
0.831	0.232079
0.861	0.194009
0.703	0.379343
0.74	0.3393
0.418	0.618957
-0.894	0.150573
0.889	0.157259
-0.52	0.5472
0.945	0.0802313
0.633	0.449483
-0.732	0.348132
0.98	0.0297
-0.879	0.170519
0.99	0.014925
0.995	0.00748125
0.83	0.233325
0.85	0.208125
-0.66	0.4233
0.998	0.002997
0.492	0.568452
-0.938	0.090117
0.862	0.192717
0.674	0.409293
0.516	0.550308
-0.621	0.460769
0.446	0.600813
-0.848	0.210672
-0.859	0.196589
-0.956	0.064548
-0.902	0.139797
-0.881	0.167879
0.613	0.468173
-0.991	0.0134393
0.858	0.197877
0.508	0.556452
0.805	0.263981
0.746	0.332613
-0.361	0.652259
-0.861	0.194009
0.639	0.443759
-0.772	0.303012
-0.276	0.692868
0.712	0.369792
-0.563	0.512273
0.422	0.616437
-0.968	0.047232
-0.708	0.374052
0.925	0.108281
0.784	0.289008
0.648	0.435072
0.988	0.017892
-0.961	0.0573592
-0.446	0.600813
-0.744	0.334848
0.524	0.544068
0.965	0.0515813
0.766	0.309933
0.496	0.565488
-0.641	0.441839
0.911	0.127559
0.853	0.204293
0.577	0.500303
-0.409	0.624539
0.254	0.701613
-0.581	0.496829
0.998	0.002997
0.764	0.312228
0.508	0.556452
-0.765	0.311081
-0.856	0.200448
0.706	0.376173
0.626	0.456093
-0.905	0.135731
-1	0
-0.552	0.521472
-0.685	0.398081
-0.583	0.495083
0.908	0.131652
0.821	0.244469
-0.524	0.544068
-0.96	0.0588
0.365	0.650081
0.997	0.00449325
-0.47	0.584325
0.249	0.703499
-0.539	0.532109
-0.937	0.0915232
-0.699	0.383549
-0.861	0.194009
-0.938	0.090117
0.943	0.0830633
0.652	0.431172
0.709	0.372989
-0.587	0.491573
0.71	0.371925
0.53	0.539325
0.993	0.0104633
0.41	0.623925
0.929	0.102719
-0.887	0.159923
-0.661	0.422309
0.94	0.0873
0.895	0.149231
-0.635	0.447581
0.806	0.262773
0.613	0.468173
0.955	0.0659813
-0.686	0.397053
0.984	0.023808
0.905	0.135731
0.982	0.026757
-0.768	0.307632
